function_name,code,language,lines_of_code,cyclomatic_complexity,token_count,num_ifs,num_returns,num_func_calls,ast_nodes,defect
javascript_func_314,"function add(a, b) { return a + b; }",javascript,2,3,9,0,1,1,9,0
rust_func_315,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,6,5,12,0,0,1,12,0
c_func_316,"int add(int a, int b) { return a + b; }",c,6,5,11,0,1,1,11,0
cpp_func_317,"int add(int a, int b) { return a + b; }",cpp,5,5,11,0,1,1,11,0
go_func_318,"func add(a int, b int) int { return a + b }",go,5,4,12,0,1,1,12,0
c_func_319,"int divide(int a, int b) { return a / b; }",c,4,2,11,0,1,1,11,1
rust_func_320,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,3,2,12,0,0,1,12,1
java_func_321,"public int divide(int a, int b) { return a / b; }",java,3,3,12,0,1,1,12,1
c_func_322,"int divide(int a, int b) { return a / b; }",c,4,3,11,0,1,1,11,1
java_func_323,"public int divide(int a, int b) { return a / b; }",java,6,4,12,0,1,1,12,1
javascript_func_324,"function divide(a, b) { return a / b; }",javascript,3,2,9,0,1,1,9,1
go_func_325,"func divide(a int, b int) int { return a / b }",go,6,5,12,0,1,1,12,1
go_func_326,"func add(a int, b int) int { return a + b }",go,1,4,12,0,1,1,12,0
javascript_func_327,"function divide(a, b) { return a / b; }",javascript,3,1,9,0,1,1,9,1
c_func_328,"int add(int a, int b) { return a + b; }",c,5,2,11,0,1,1,11,0
python_func_329,"def divide(a, b): return a / b",python,3,2,12,0,1,0,12,1
java_func_330,"public int divide(int a, int b) { return a / b; }",java,2,5,12,0,1,1,12,1
rust_func_331,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,5,2,12,0,0,1,12,1
go_func_332,"func divide(a int, b int) int { return a / b }",go,1,1,12,0,1,1,12,1
cpp_func_333,"int add(int a, int b) { return a + b; }",cpp,4,3,11,0,1,1,11,0
rust_func_334,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,3,2,12,0,0,1,12,1
go_func_335,"func divide(a int, b int) int { return a / b }",go,2,5,12,0,1,1,12,1
c_func_336,"int add(int a, int b) { return a + b; }",c,3,5,11,0,1,1,11,0
go_func_337,"func add(a int, b int) int { return a + b }",go,2,2,12,0,1,1,12,0
cpp_func_338,"int divide(int a, int b) { return a / b; }",cpp,6,3,11,0,1,1,11,1
rust_func_339,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,3,3,12,0,0,1,12,0
cpp_func_340,"int divide(int a, int b) { return a / b; }",cpp,4,2,11,0,1,1,11,1
cpp_func_341,"int add(int a, int b) { return a + b; }",cpp,1,5,11,0,1,1,11,0
cpp_func_342,"int add(int a, int b) { return a + b; }",cpp,1,1,11,0,1,1,11,0
python_func_343,"def add(a, b): return a + b",python,2,3,12,0,1,0,12,0
c_func_344,"int divide(int a, int b) { return a / b; }",c,5,1,11,0,1,1,11,1
rust_func_345,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,1,5,12,0,0,1,12,1
c_func_346,"int divide(int a, int b) { return a / b; }",c,3,5,11,0,1,1,11,1
rust_func_347,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,1,1,12,0,0,1,12,1
javascript_func_348,"function add(a, b) { return a + b; }",javascript,2,1,9,0,1,1,9,0
rust_func_349,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,5,2,12,0,0,1,12,1
python_func_350,"def add(a, b): return a + b",python,4,4,12,0,1,0,12,0
cpp_func_351,"int add(int a, int b) { return a + b; }",cpp,1,2,11,0,1,1,11,0
go_func_352,"func divide(a int, b int) int { return a / b }",go,3,5,12,0,1,1,12,1
c_func_353,"int divide(int a, int b) { return a / b; }",c,3,2,11,0,1,1,11,1
c_func_354,"int divide(int a, int b) { return a / b; }",c,3,3,11,0,1,1,11,1
go_func_355,"func add(a int, b int) int { return a + b }",go,5,3,12,0,1,1,12,0
cpp_func_356,"int add(int a, int b) { return a + b; }",cpp,4,1,11,0,1,1,11,0
rust_func_357,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,5,2,12,0,0,1,12,1
cpp_func_358,"int add(int a, int b) { return a + b; }",cpp,1,4,11,0,1,1,11,0
cpp_func_359,"int add(int a, int b) { return a + b; }",cpp,3,3,11,0,1,1,11,0
c_func_360,"int add(int a, int b) { return a + b; }",c,3,5,11,0,1,1,11,0
python_func_361,def read_file(name): file = open(name); return file.read(),python,2,1,18,0,1,2,18,1
rust_func_362,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,2,3,12,0,0,1,12,1
javascript_func_363,"function add(a, b) { return a + b; }",javascript,6,2,9,0,1,1,9,0
java_func_364,"public int add(int a, int b) { return a + b; }",java,2,2,12,0,1,1,12,0
java_func_365,"public int divide(int a, int b) { return a / b; }",java,3,4,12,0,1,1,12,1
go_func_366,"func divide(a int, b int) int { return a / b }",go,1,5,12,0,1,1,12,1
go_func_367,"func divide(a int, b int) int { return a / b }",go,2,2,12,0,1,1,12,1
java_func_368,"public int divide(int a, int b) { return a / b; }",java,3,2,12,0,1,1,12,1
c_func_369,"int add(int a, int b) { return a + b; }",c,4,2,11,0,1,1,11,0
cpp_func_370,"int add(int a, int b) { return a + b; }",cpp,1,2,11,0,1,1,11,0
python_func_371,"def add(a, b): return a + b",python,4,3,12,0,1,0,12,0
go_func_372,"func divide(a int, b int) int { return a / b }",go,1,1,12,0,1,1,12,1
c_func_373,"int add(int a, int b) { return a + b; }",c,1,2,11,0,1,1,11,0
go_func_374,"func add(a int, b int) int { return a + b }",go,4,2,12,0,1,1,12,0
python_func_375,def read_file(name): file = open(name); return file.read(),python,1,2,18,0,1,2,18,1
java_func_376,"public int add(int a, int b) { return a + b; }",java,2,3,12,0,1,1,12,0
python_func_377,def read_file(name): file = open(name); return file.read(),python,5,1,18,0,1,2,18,1
cpp_func_378,"int add(int a, int b) { return a + b; }",cpp,4,1,11,0,1,1,11,0
go_func_379,"func add(a int, b int) int { return a + b }",go,1,5,12,0,1,1,12,0
javascript_func_380,"function add(a, b) { return a + b; }",javascript,5,3,9,0,1,1,9,0
rust_func_381,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,2,5,12,0,0,1,12,1
cpp_func_382,"int add(int a, int b) { return a + b; }",cpp,1,4,11,0,1,1,11,0
go_func_383,"func add(a int, b int) int { return a + b }",go,4,3,12,0,1,1,12,0
c_func_384,"int divide(int a, int b) { return a / b; }",c,5,3,11,0,1,1,11,1
go_func_385,"func divide(a int, b int) int { return a / b }",go,6,1,12,0,1,1,12,1
python_func_386,"def add(a, b): return a + b",python,2,1,12,0,1,0,12,0
python_func_387,"def add(a, b): return a + b",python,5,1,12,0,1,0,12,0
c_func_388,"int add(int a, int b) { return a + b; }",c,5,3,11,0,1,1,11,0
javascript_func_389,"function divide(a, b) { return a / b; }",javascript,4,5,9,0,1,1,9,1
rust_func_390,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,6,2,12,0,0,1,12,0
c_func_391,"int add(int a, int b) { return a + b; }",c,4,1,11,0,1,1,11,0
go_func_392,"func add(a int, b int) int { return a + b }",go,4,1,12,0,1,1,12,0
go_func_393,"func add(a int, b int) int { return a + b }",go,3,1,12,0,1,1,12,0
javascript_func_394,"function divide(a, b) { return a / b; }",javascript,5,1,9,0,1,1,9,1
rust_func_395,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,6,4,12,0,0,1,12,0
c_func_396,"int divide(int a, int b) { return a / b; }",c,6,2,11,0,1,1,11,1
python_func_397,def read_file(name): file = open(name); return file.read(),python,6,3,18,0,1,2,18,1
rust_func_398,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,2,3,12,0,0,1,12,1
python_func_399,"def divide(a, b): return a / b",python,2,5,12,0,1,0,12,1
java_func_400,"public int divide(int a, int b) { return a / b; }",java,6,5,12,0,1,1,12,1
go_func_401,"func divide(a int, b int) int { return a / b }",go,4,4,12,0,1,1,12,1
c_func_402,"int divide(int a, int b) { return a / b; }",c,6,4,11,0,1,1,11,1
go_func_403,"func divide(a int, b int) int { return a / b }",go,3,5,12,0,1,1,12,1
rust_func_404,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,5,3,12,0,0,1,12,1
cpp_func_405,"int add(int a, int b) { return a + b; }",cpp,2,1,11,0,1,1,11,0
rust_func_406,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,4,2,12,0,0,1,12,1
go_func_407,"func divide(a int, b int) int { return a / b }",go,2,4,12,0,1,1,12,1
cpp_func_408,"int divide(int a, int b) { return a / b; }",cpp,1,4,11,0,1,1,11,1
rust_func_409,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,4,1,12,0,0,1,12,1
javascript_func_410,"function divide(a, b) { return a / b; }",javascript,6,5,9,0,1,1,9,1
rust_func_411,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,6,3,12,0,0,1,12,1
python_func_412,"def add(a, b): return a + b",python,4,3,12,0,1,0,12,0
rust_func_413,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,2,1,12,0,0,1,12,0
c_func_414,"int divide(int a, int b) { return a / b; }",c,1,4,11,0,1,1,11,1
go_func_415,"func add(a int, b int) int { return a + b }",go,5,5,12,0,1,1,12,0
javascript_func_416,"function add(a, b) { return a + b; }",javascript,5,1,9,0,1,1,9,0
cpp_func_417,"int divide(int a, int b) { return a / b; }",cpp,3,4,11,0,1,1,11,1
c_func_418,"int divide(int a, int b) { return a / b; }",c,5,1,11,0,1,1,11,1
cpp_func_419,"int add(int a, int b) { return a + b; }",cpp,6,5,11,0,1,1,11,0
javascript_func_420,"function add(a, b) { return a + b; }",javascript,3,1,9,0,1,1,9,0
java_func_421,"public int add(int a, int b) { return a + b; }",java,2,1,12,0,1,1,12,0
cpp_func_422,"int add(int a, int b) { return a + b; }",cpp,2,5,11,0,1,1,11,0
java_func_423,"public int divide(int a, int b) { return a / b; }",java,4,1,12,0,1,1,12,1
c_func_424,"int divide(int a, int b) { return a / b; }",c,4,4,11,0,1,1,11,1
javascript_func_425,"function add(a, b) { return a + b; }",javascript,6,5,9,0,1,1,9,0
go_func_426,"func add(a int, b int) int { return a + b }",go,1,5,12,0,1,1,12,0
java_func_427,"public int add(int a, int b) { return a + b; }",java,3,2,12,0,1,1,12,0
rust_func_428,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,6,2,12,0,0,1,12,1
go_func_429,"func divide(a int, b int) int { return a / b }",go,4,5,12,0,1,1,12,1
rust_func_430,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,3,2,12,0,0,1,12,1
go_func_431,"func add(a int, b int) int { return a + b }",go,4,5,12,0,1,1,12,0
javascript_func_432,"function add(a, b) { return a + b; }",javascript,4,5,9,0,1,1,9,0
cpp_func_433,"int divide(int a, int b) { return a / b; }",cpp,2,3,11,0,1,1,11,1
javascript_func_434,"function divide(a, b) { return a / b; }",javascript,4,5,9,0,1,1,9,1
cpp_func_435,"int add(int a, int b) { return a + b; }",cpp,3,3,11,0,1,1,11,0
go_func_436,"func add(a int, b int) int { return a + b }",go,1,1,12,0,1,1,12,0
go_func_437,"func divide(a int, b int) int { return a / b }",go,3,3,12,0,1,1,12,1
rust_func_438,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,3,2,12,0,0,1,12,0
java_func_439,"public int add(int a, int b) { return a + b; }",java,5,3,12,0,1,1,12,0
javascript_func_440,"function divide(a, b) { return a / b; }",javascript,5,5,9,0,1,1,9,1
cpp_func_441,"int divide(int a, int b) { return a / b; }",cpp,1,4,11,0,1,1,11,1
go_func_442,"func divide(a int, b int) int { return a / b }",go,2,1,12,0,1,1,12,1
java_func_443,"public int add(int a, int b) { return a + b; }",java,4,3,12,0,1,1,12,0
java_func_444,"public int divide(int a, int b) { return a / b; }",java,5,1,12,0,1,1,12,1
java_func_445,"public int add(int a, int b) { return a + b; }",java,4,2,12,0,1,1,12,0
rust_func_446,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,5,2,12,0,0,1,12,1
c_func_447,"int divide(int a, int b) { return a / b; }",c,3,5,11,0,1,1,11,1
go_func_448,"func divide(a int, b int) int { return a / b }",go,2,3,12,0,1,1,12,1
rust_func_449,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,1,1,12,0,0,1,12,1
c_func_450,"int add(int a, int b) { return a + b; }",c,2,5,11,0,1,1,11,0
java_func_451,"public int divide(int a, int b) { return a / b; }",java,1,3,12,0,1,1,12,1
python_func_452,"def add(a, b): return a + b",python,2,4,12,0,1,0,12,0
python_func_453,"def divide(a, b): return a / b",python,2,2,12,0,1,0,12,1
cpp_func_454,"int add(int a, int b) { return a + b; }",cpp,1,5,11,0,1,1,11,0
javascript_func_455,"function add(a, b) { return a + b; }",javascript,5,1,9,0,1,1,9,0
c_func_456,"int add(int a, int b) { return a + b; }",c,6,1,11,0,1,1,11,0
cpp_func_457,"int divide(int a, int b) { return a / b; }",cpp,6,3,11,0,1,1,11,1
rust_func_458,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,3,5,12,0,0,1,12,0
cpp_func_459,"int add(int a, int b) { return a + b; }",cpp,1,4,11,0,1,1,11,0
rust_func_460,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,1,4,12,0,0,1,12,0
c_func_461,"int add(int a, int b) { return a + b; }",c,2,4,11,0,1,1,11,0
python_func_462,"def add(a, b): return a + b",python,1,5,12,0,1,0,12,0
java_func_463,"public int add(int a, int b) { return a + b; }",java,2,3,12,0,1,1,12,0
c_func_464,"int add(int a, int b) { return a + b; }",c,1,4,11,0,1,1,11,0
cpp_func_465,"int add(int a, int b) { return a + b; }",cpp,3,1,11,0,1,1,11,0
javascript_func_466,"function add(a, b) { return a + b; }",javascript,2,2,9,0,1,1,9,0
rust_func_467,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,5,4,12,0,0,1,12,0
java_func_468,"public int add(int a, int b) { return a + b; }",java,3,4,12,0,1,1,12,0
go_func_469,"func add(a int, b int) int { return a + b }",go,6,2,12,0,1,1,12,0
cpp_func_470,"int divide(int a, int b) { return a / b; }",cpp,4,2,11,0,1,1,11,1
cpp_func_471,"int add(int a, int b) { return a + b; }",cpp,2,3,11,0,1,1,11,0
cpp_func_472,"int divide(int a, int b) { return a / b; }",cpp,5,4,11,0,1,1,11,1
javascript_func_473,"function divide(a, b) { return a / b; }",javascript,1,5,9,0,1,1,9,1
java_func_474,"public int add(int a, int b) { return a + b; }",java,5,4,12,0,1,1,12,0
java_func_475,"public int divide(int a, int b) { return a / b; }",java,4,2,12,0,1,1,12,1
cpp_func_476,"int add(int a, int b) { return a + b; }",cpp,3,3,11,0,1,1,11,0
cpp_func_477,"int divide(int a, int b) { return a / b; }",cpp,4,3,11,0,1,1,11,1
c_func_478,"int add(int a, int b) { return a + b; }",c,6,5,11,0,1,1,11,0
c_func_479,"int divide(int a, int b) { return a / b; }",c,2,5,11,0,1,1,11,1
python_func_480,def read_file(name): file = open(name); return file.read(),python,5,2,18,0,1,2,18,1
java_func_481,"public int divide(int a, int b) { return a / b; }",java,6,4,12,0,1,1,12,1
c_func_482,"int add(int a, int b) { return a + b; }",c,3,3,11,0,1,1,11,0
python_func_483,"def divide(a, b): return a / b",python,5,1,12,0,1,0,12,1
python_func_484,def read_file(name): file = open(name); return file.read(),python,1,5,18,0,1,2,18,1
go_func_485,"func add(a int, b int) int { return a + b }",go,3,2,12,0,1,1,12,0
c_func_486,"int add(int a, int b) { return a + b; }",c,4,2,11,0,1,1,11,0
c_func_487,"int add(int a, int b) { return a + b; }",c,6,3,11,0,1,1,11,0
go_func_488,"func divide(a int, b int) int { return a / b }",go,6,4,12,0,1,1,12,1
c_func_489,"int divide(int a, int b) { return a / b; }",c,3,3,11,0,1,1,11,1
javascript_func_490,"function add(a, b) { return a + b; }",javascript,4,4,9,0,1,1,9,0
c_func_491,"int add(int a, int b) { return a + b; }",c,2,3,11,0,1,1,11,0
java_func_492,"public int divide(int a, int b) { return a / b; }",java,2,5,12,0,1,1,12,1
cpp_func_493,"int divide(int a, int b) { return a / b; }",cpp,2,4,11,0,1,1,11,1
java_func_494,"public int divide(int a, int b) { return a / b; }",java,6,3,12,0,1,1,12,1
java_func_495,"public int add(int a, int b) { return a + b; }",java,2,1,12,0,1,1,12,0
c_func_496,"int divide(int a, int b) { return a / b; }",c,6,1,11,0,1,1,11,1
go_func_497,"func add(a int, b int) int { return a + b }",go,4,4,12,0,1,1,12,0
go_func_498,"func divide(a int, b int) int { return a / b }",go,5,1,12,0,1,1,12,1
java_func_499,"public int add(int a, int b) { return a + b; }",java,1,5,12,0,1,1,12,0
python_func_500,def read_file(name): file = open(name); return file.read(),python,3,3,18,0,1,2,18,1
python_func_501,def read_file(name): file = open(name); return file.read(),python,3,5,18,0,1,2,18,1
java_func_502,"public int add(int a, int b) { return a + b; }",java,3,3,12,0,1,1,12,0
c_func_503,"int divide(int a, int b) { return a / b; }",c,5,5,11,0,1,1,11,1
rust_func_504,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,1,2,12,0,0,1,12,1
cpp_func_505,"int add(int a, int b) { return a + b; }",cpp,6,5,11,0,1,1,11,0
rust_func_506,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,4,5,12,0,0,1,12,1
javascript_func_507,"function divide(a, b) { return a / b; }",javascript,2,3,9,0,1,1,9,1
python_func_508,"def divide(a, b): return a / b",python,1,3,12,0,1,0,12,1
c_func_509,"int divide(int a, int b) { return a / b; }",c,3,5,11,0,1,1,11,1
javascript_func_510,"function divide(a, b) { return a / b; }",javascript,6,1,9,0,1,1,9,1
rust_func_511,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,5,3,12,0,0,1,12,1
go_func_512,"func add(a int, b int) int { return a + b }",go,4,3,12,0,1,1,12,0
rust_func_513,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,5,2,12,0,0,1,12,0
rust_func_514,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,1,3,12,0,0,1,12,1
go_func_515,"func divide(a int, b int) int { return a / b }",go,6,4,12,0,1,1,12,1
java_func_516,"public int add(int a, int b) { return a + b; }",java,3,2,12,0,1,1,12,0
go_func_517,"func add(a int, b int) int { return a + b }",go,3,2,12,0,1,1,12,0
python_func_518,def read_file(name): file = open(name); return file.read(),python,1,5,18,0,1,2,18,1
javascript_func_519,"function add(a, b) { return a + b; }",javascript,6,3,9,0,1,1,9,0
c_func_520,"int divide(int a, int b) { return a / b; }",c,2,1,11,0,1,1,11,1
javascript_func_521,"function divide(a, b) { return a / b; }",javascript,2,3,9,0,1,1,9,1
javascript_func_522,"function add(a, b) { return a + b; }",javascript,3,2,9,0,1,1,9,0
java_func_523,"public int add(int a, int b) { return a + b; }",java,3,1,12,0,1,1,12,0
python_func_524,def read_file(name): file = open(name); return file.read(),python,5,2,18,0,1,2,18,1
rust_func_525,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,3,1,12,0,0,1,12,0
java_func_526,"public int divide(int a, int b) { return a / b; }",java,4,5,12,0,1,1,12,1
javascript_func_527,"function divide(a, b) { return a / b; }",javascript,3,2,9,0,1,1,9,1
java_func_528,"public int add(int a, int b) { return a + b; }",java,6,3,12,0,1,1,12,0
c_func_529,"int divide(int a, int b) { return a / b; }",c,1,3,11,0,1,1,11,1
c_func_530,"int divide(int a, int b) { return a / b; }",c,6,3,11,0,1,1,11,1
rust_func_531,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,4,3,12,0,0,1,12,1
javascript_func_532,"function divide(a, b) { return a / b; }",javascript,2,1,9,0,1,1,9,1
javascript_func_533,"function divide(a, b) { return a / b; }",javascript,5,1,9,0,1,1,9,1
c_func_534,"int divide(int a, int b) { return a / b; }",c,3,3,11,0,1,1,11,1
rust_func_535,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,4,3,12,0,0,1,12,1
python_func_536,def read_file(name): file = open(name); return file.read(),python,1,5,18,0,1,2,18,1
cpp_func_537,"int add(int a, int b) { return a + b; }",cpp,2,3,11,0,1,1,11,0
python_func_538,def read_file(name): file = open(name); return file.read(),python,6,1,18,0,1,2,18,1
rust_func_539,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,1,5,12,0,0,1,12,0
rust_func_540,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,2,5,12,0,0,1,12,0
java_func_541,"public int divide(int a, int b) { return a / b; }",java,1,2,12,0,1,1,12,1
rust_func_542,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,4,1,12,0,0,1,12,0
java_func_543,"public int divide(int a, int b) { return a / b; }",java,2,3,12,0,1,1,12,1
java_func_544,"public int add(int a, int b) { return a + b; }",java,3,1,12,0,1,1,12,0
go_func_545,"func divide(a int, b int) int { return a / b }",go,2,2,12,0,1,1,12,1
python_func_546,def read_file(name): file = open(name); return file.read(),python,4,5,18,0,1,2,18,1
rust_func_547,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,6,3,12,0,0,1,12,0
java_func_548,"public int add(int a, int b) { return a + b; }",java,6,5,12,0,1,1,12,0
go_func_549,"func divide(a int, b int) int { return a / b }",go,6,5,12,0,1,1,12,1
c_func_550,"int add(int a, int b) { return a + b; }",c,1,3,11,0,1,1,11,0
python_func_551,"def add(a, b): return a + b",python,5,5,12,0,1,0,12,0
cpp_func_552,"int add(int a, int b) { return a + b; }",cpp,2,3,11,0,1,1,11,0
python_func_553,def read_file(name): file = open(name); return file.read(),python,5,2,18,0,1,2,18,1
java_func_554,"public int divide(int a, int b) { return a / b; }",java,1,1,12,0,1,1,12,1
go_func_555,"func divide(a int, b int) int { return a / b }",go,3,5,12,0,1,1,12,1
java_func_556,"public int divide(int a, int b) { return a / b; }",java,1,1,12,0,1,1,12,1
rust_func_557,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,4,1,12,0,0,1,12,1
python_func_558,"def add(a, b): return a + b",python,2,5,12,0,1,0,12,0
python_func_559,"def divide(a, b): return a / b",python,3,3,12,0,1,0,12,1
cpp_func_560,"int divide(int a, int b) { return a / b; }",cpp,4,4,11,0,1,1,11,1
cpp_func_561,"int divide(int a, int b) { return a / b; }",cpp,2,3,11,0,1,1,11,1
c_func_562,"int divide(int a, int b) { return a / b; }",c,3,3,11,0,1,1,11,1
java_func_563,"public int divide(int a, int b) { return a / b; }",java,2,2,12,0,1,1,12,1
javascript_func_564,"function add(a, b) { return a + b; }",javascript,3,2,9,0,1,1,9,0
javascript_func_565,"function divide(a, b) { return a / b; }",javascript,3,3,9,0,1,1,9,1
rust_func_566,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,6,1,12,0,0,1,12,0
rust_func_567,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,2,3,12,0,0,1,12,0
python_func_568,def read_file(name): file = open(name); return file.read(),python,5,1,18,0,1,2,18,1
cpp_func_569,"int add(int a, int b) { return a + b; }",cpp,5,4,11,0,1,1,11,0
javascript_func_570,"function add(a, b) { return a + b; }",javascript,2,1,9,0,1,1,9,0
java_func_571,"public int divide(int a, int b) { return a / b; }",java,3,3,12,0,1,1,12,1
javascript_func_572,"function add(a, b) { return a + b; }",javascript,6,3,9,0,1,1,9,0
java_func_573,"public int divide(int a, int b) { return a / b; }",java,2,1,12,0,1,1,12,1
javascript_func_574,"function add(a, b) { return a + b; }",javascript,2,2,9,0,1,1,9,0
javascript_func_575,"function divide(a, b) { return a / b; }",javascript,3,2,9,0,1,1,9,1
python_func_576,"def divide(a, b): return a / b",python,5,3,12,0,1,0,12,1
java_func_577,"public int add(int a, int b) { return a + b; }",java,5,2,12,0,1,1,12,0
cpp_func_578,"int add(int a, int b) { return a + b; }",cpp,3,2,11,0,1,1,11,0
c_func_579,"int add(int a, int b) { return a + b; }",c,1,4,11,0,1,1,11,0
cpp_func_580,"int divide(int a, int b) { return a / b; }",cpp,5,4,11,0,1,1,11,1
cpp_func_581,"int divide(int a, int b) { return a / b; }",cpp,3,3,11,0,1,1,11,1
java_func_582,"public int divide(int a, int b) { return a / b; }",java,4,2,12,0,1,1,12,1
javascript_func_583,"function add(a, b) { return a + b; }",javascript,6,5,9,0,1,1,9,0
go_func_584,"func add(a int, b int) int { return a + b }",go,5,4,12,0,1,1,12,0
go_func_585,"func add(a int, b int) int { return a + b }",go,2,5,12,0,1,1,12,0
c_func_586,"int divide(int a, int b) { return a / b; }",c,4,3,11,0,1,1,11,1
rust_func_587,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,1,2,12,0,0,1,12,0
c_func_588,"int add(int a, int b) { return a + b; }",c,2,1,11,0,1,1,11,0
python_func_589,"def add(a, b): return a + b",python,1,2,12,0,1,0,12,0
cpp_func_590,"int divide(int a, int b) { return a / b; }",cpp,5,4,11,0,1,1,11,1
python_func_591,"def divide(a, b): return a / b",python,4,2,12,0,1,0,12,1
c_func_592,"int add(int a, int b) { return a + b; }",c,6,5,11,0,1,1,11,0
cpp_func_593,"int divide(int a, int b) { return a / b; }",cpp,4,4,11,0,1,1,11,1
javascript_func_594,"function divide(a, b) { return a / b; }",javascript,2,4,9,0,1,1,9,1
java_func_595,"public int add(int a, int b) { return a + b; }",java,3,2,12,0,1,1,12,0
javascript_func_596,"function divide(a, b) { return a / b; }",javascript,6,2,9,0,1,1,9,1
java_func_597,"public int add(int a, int b) { return a + b; }",java,6,1,12,0,1,1,12,0
java_func_598,"public int add(int a, int b) { return a + b; }",java,1,1,12,0,1,1,12,0
java_func_599,"public int add(int a, int b) { return a + b; }",java,6,3,12,0,1,1,12,0
go_func_600,"func divide(a int, b int) int { return a / b }",go,1,2,12,0,1,1,12,1
javascript_func_601,"function add(a, b) { return a + b; }",javascript,6,2,9,0,1,1,9,0
python_func_602,def read_file(name): file = open(name); return file.read(),python,1,4,18,0,1,2,18,1
python_func_603,def read_file(name): file = open(name); return file.read(),python,2,4,18,0,1,2,18,1
go_func_604,"func divide(a int, b int) int { return a / b }",go,1,1,12,0,1,1,12,1
rust_func_605,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,2,3,12,0,0,1,12,0
rust_func_606,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,3,3,12,0,0,1,12,1
python_func_607,def read_file(name): file = open(name); return file.read(),python,1,1,18,0,1,2,18,1
cpp_func_608,"int add(int a, int b) { return a + b; }",cpp,4,3,11,0,1,1,11,0
cpp_func_609,"int divide(int a, int b) { return a / b; }",cpp,6,4,11,0,1,1,11,1
c_func_610,"int add(int a, int b) { return a + b; }",c,2,1,11,0,1,1,11,0
python_func_611,"def divide(a, b): return a / b",python,1,1,12,0,1,0,12,1
rust_func_612,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,1,3,12,0,0,1,12,0
c_func_613,"int add(int a, int b) { return a + b; }",c,3,1,11,0,1,1,11,0
c_func_614,"int divide(int a, int b) { return a / b; }",c,6,1,11,0,1,1,11,1
c_func_615,"int add(int a, int b) { return a + b; }",c,2,1,11,0,1,1,11,0
go_func_616,"func add(a int, b int) int { return a + b }",go,5,1,12,0,1,1,12,0
rust_func_617,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,2,2,12,0,0,1,12,1
c_func_618,"int add(int a, int b) { return a + b; }",c,4,5,11,0,1,1,11,0
c_func_619,"int add(int a, int b) { return a + b; }",c,6,2,11,0,1,1,11,0
java_func_620,"public int divide(int a, int b) { return a / b; }",java,1,4,12,0,1,1,12,1
cpp_func_621,"int divide(int a, int b) { return a / b; }",cpp,6,2,11,0,1,1,11,1
python_func_622,"def divide(a, b): return a / b",python,3,2,12,0,1,0,12,1
javascript_func_623,"function divide(a, b) { return a / b; }",javascript,5,3,9,0,1,1,9,1
java_func_624,"public int divide(int a, int b) { return a / b; }",java,4,2,12,0,1,1,12,1
java_func_625,"public int add(int a, int b) { return a + b; }",java,2,3,12,0,1,1,12,0
