ID ,name ,category ,main_category ,currency ,deadline ,goal ,launched ,pledged ,state ,backers ,country ,usd pledged ,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
1955570425,TRY A LITTLE HARDER: a short film by Antonia Grilikhes-Lasky,Shorts,Film & Video,USD,2010-11-01 21:00:00,7500,2010-10-12 16:02:32,8976,successful,113,US,8976,,,,
722988169,The Bean Vol 1 : Riddles and Shrooms,Comics,Comics,USD,2011-09-28 09:34:41,5000,2011-07-30 09:34:41,8126.01,successful,246,US,8126.01,,,,
42131058,"Orange Avenue's New Music Video ""As You Fall""",Shorts,Film & Video,USD,2012-08-04 05:59:00,4250,2012-07-19 16:57:45,1784,failed,27,US,1784,,,,
827878570,Bari Naturals Dry Shampoo | For the People.,Product Design,Design,USD,2015-11-23 04:46:58,22000,2015-10-24 04:46:58,22061,successful,178,US,22061,,,,
821115146,Original dance/theatre show 'The Sun Shining On Her Hands',Performances,Dance,GBP,2015-05-28 20:15:46,700,2015-04-28 20:15:46,853,successful,31,GB,1295.18927165,,,,
109339514,Around the World All Electric Car Drive (Canceled),Software,Technology,USD,2010-09-11 09:03:08,10000,2010-08-12 09:03:08,50,canceled,1,US,50,,,,
507844867,Ghettopoly Board Game Reprint 100 copies,Tabletop Games,Games,USD,2013-06-22 20:48:02,5000,2013-05-23 20:48:02,1750,failed,33,US,1750,,,,
1442583351,Prints on a Wall,Photography,Photography,USD,2009-09-01 06:59:00,250,2009-06-28 21:33:08,390,successful,14,US,390,,,,
101119993,Kick It! A Multimedia Kickstarter Anthology,Publishing,Publishing,USD,2013-07-01 01:19:34,100,2013-05-17 01:19:34,366,successful,14,US,366,,,,
423247777,The Vampress Luxura 20th Anniversary Collection,Comics,Comics,USD,2014-02-02 03:00:00,500,2014-01-11 14:50:53,12584,successful,100,US,12584,,,,
636454554,AI Zombie,Video Games,Games,USD,2016-06-12 05:41:04,5000,2016-05-13 05:41:04,171,failed,4,US,171,,,,
834414448,Sword Of Justice,Video Games,Games,USD,2012-05-19 11:10:18,195000,2012-04-19 11:10:18,7087,failed,49,US,7087,,,,
215114576,ROCKING ANGEL - COLLEEN ROSE NOVAK (Canceled),Indie Rock,Music,USD,2014-10-09 02:52:38,3500,2014-08-10 02:52:38,1055,canceled,19,US,1055,,,,
395310293,Anachrony,Tabletop Games,Games,USD,2016-06-07 18:00:43,40000,2016-05-10 18:00:43,440461.5,successful,4506,US,440461.5,,,,
912593312,The Cantabile Vocal Ensemble to record debut album!,Classical Music,Music,USD,2014-09-09 22:54:50,1500,2014-08-10 22:54:50,1530,successful,20,US,1530,,,,
1288884040,Amalos - A Minecraft MMO,Video Games,Games,USD,2013-02-04 22:37:35,2000,2013-01-10 22:37:35,149,failed,11,US,149,,,,
659291247,Kris Orlowski is recording a new album.,Music,Music,USD,2010-12-01 09:00:00,10000,2010-11-01 06:46:27,2693,failed,45,US,2693,,,,
2073126225,DEUX Tealight Holder from Raphael Quality Goods Co.,Product Design,Design,CAD,2016-08-28 19:01:38,5000,2016-07-29 19:01:38,2446,failed,27,CA,970.240626,,,,
172880123,Wasted,Shorts,Film & Video,USD,2012-07-21 01:16:33,7000,2012-05-22 01:16:33,0,failed,0,US,0,,,,
444489837,"""Museum of Horror"" - Classic Horror Anthology",Film & Video,Film & Video,USD,2013-07-10 06:59:00,60000,2013-06-03 21:30:52,1875,failed,6,US,1875,,,,
823505941,Walking in LA Season 2,Webseries,Film & Video,USD,2012-08-17 09:35:00,10000,2012-07-18 09:35:00,375,failed,7,US,375,,,,
997144297,Faction: Custodians of Dust,Tabletop Games,Games,USD,2014-09-22 17:14:03,27500,2014-08-23 17:14:03,10864,failed,37,US,10864,,,,
1166146680,Love pain passion album,R&B,Music,GBP,2015-08-06 01:05:17,700,2015-07-07 01:05:17,8,failed,1,GB,12.45721728,,,,
741266067,Dance in Flight: The Film,Narrative Film,Film & Video,USD,2013-05-01 20:04:16,65000,2013-04-01 20:04:16,66451,successful,221,US,66451,,,,
838630779,30 Days in Israel,Places,Photography,USD,2015-04-22 22:07:34,6250,2015-03-23 21:07:34,1,failed,1,US,1,,,,
77651627,Laughing,Comedy,Film & Video,USD,2014-09-26 20:00:00,10,2014-09-17 19:04:34,43,successful,8,US,43,,,,
750779121,Female Therapy: A Webseries,Webseries,Film & Video,CAD,2015-09-11 01:52:37,1000,2015-08-12 01:52:37,1405,successful,29,CA,1068.9946715,,,,
275153917,BUTTERFLY ART - HANDMADE ART FROM CENTRAL AFRICA,Art,Art,GBP,2014-06-16 23:42:28,1000,2014-04-17 23:42:28,5,failed,1,GB,8.36202905,,,,
1969760949,Babe Short Film,Shorts,Film & Video,USD,2012-07-25 09:34:21,5000,2012-06-30 09:34:21,5020,successful,29,US,5020,,,,
476908388,Triptych Triptych Triptych,Shorts,Film & Video,CAD,2014-12-24 23:39:00,2850,2014-11-24 22:43:58,3573.34,successful,78,CA,3181.0865711186,,,,
301838686,Jewelry for Tots,Crafts,Crafts,USD,2016-07-23 03:11:50,2000,2016-07-08 03:11:50,5,failed,1,US,5,,,,
650280954,PDM Young Actors Workshop Spring Perfromance 2014,Theater,Theater,USD,2014-01-29 20:40:57,5000,2013-12-30 20:40:57,10,failed,2,US,10,,,,
130717189,'Hut und Brille' in schwarzem Gold,Hip-Hop,Music,EUR,2015-07-16 12:35:08,1700,2015-05-17 12:35:08,182,failed,6,DE,208.11440286,,,,
273236519,Main Event: A Card Game Battle Royale - REMATCH! (Canceled),Tabletop Games,Games,USD,2015-09-01 18:39:08,1000,2015-08-22 18:39:08,263,canceled,12,US,263,,,,
351161723,ShowMatch 2.0,Video Games,Games,GBP,2014-11-29 07:50:04,25000,2014-10-30 06:50:04,10,failed,1,GB,16.131478,,,,
1070615087,Come Wind - #CWRecord 2015,Indie Rock,Music,USD,2015-01-09 17:26:35,15000,2014-12-10 17:26:35,17078,successful,194,US,17078,,,,
977242234,Transcendental Homelessness- Materials For An Exhibition,Art,Art,USD,2011-05-17 06:00:41,250,2011-04-26 06:00:41,830,successful,17,US,830,,,,
443337437,Mint Money Bag Upcycle,Accessories,Fashion,USD,2015-09-23 17:49:32,500,2015-08-24 17:49:32,90,failed,7,US,90,,,,
2129953334,Evolve An Artisan Juicery is evolving.,Restaurants,Food,USD,2014-09-03 14:00:32,25000,2014-08-04 14:00:32,25945,successful,171,US,25945,,,,
663589198,SVN: Collection One,Ready-to-wear,Fashion,GBP,2016-09-29 10:44:02,3000,2016-08-30 10:44:02,341,canceled,6,GB,0,,,,
2102549532,Victims of Deception,Fiction,Publishing,USD,2012-11-15 17:28:03,5000,2012-10-16 17:28:03,0,failed,0,US,0,,,,
1857429794,CASSIUS - Issue #1,Comic Books,Comics,USD,2015-04-14 06:02:12,3700,2015-03-15 05:02:12,6062,successful,173,US,6062,,,,
51836255,The VeggieTime Project,Food,Food,USD,2011-07-16 18:40:37,3500,2011-05-17 18:40:37,2544,failed,33,US,2544,,,,
302146679,Dubai: A Synthetic City - Photobook & Journal,Photobooks,Photography,GBP,2014-10-29 23:57:51,5000,2014-09-24 00:57:51,335,failed,4,GB,547.70690665,,,,
989572348,Lords of War: Fantasy Battles,Tabletop Games,Games,GBP,2015-05-10 09:46:30,8000,2015-04-10 09:46:30,22845,successful,559,GB,33968.8459443,,,,
746184309,Anonymous Creations.com Ltd. Snapback Hat (100 to be made),Product Design,Design,USD,2012-06-22 01:01:22,600,2012-06-12 01:01:22,640,successful,11,US,640,,,,
864449150,Golf Training Grip,Design,Design,USD,2013-07-17 23:24:56,95000,2013-06-16 23:24:56,1720,failed,7,US,1720,,,,
576375837,Cafe Di Luna Exhibition,Photography,Photography,USD,2011-10-21 20:20:31,300,2011-08-22 20:20:31,325,successful,2,US,325,,,,
1858963113,Tree Huggers -- Xmas Tree Clamps,Design,Design,USD,2011-12-08 02:31:00,5700,2011-11-16 04:22:41,400,failed,2,US,400,,,,
123241025,Mokuyobi Threads: The Bedford Bag,Product Design,Design,USD,2012-07-10 03:00:00,5000,2012-06-12 19:44:12,24234,successful,219,US,24234,,,,
670747546,Through Hearts & Minds - Adventure of Love in Today's World,Fiction,Publishing,USD,2015-04-24 20:51:02,3500,2015-03-25 19:51:02,3,failed,2,US,3,,,,
2112324552,Pittsburgh Lincoln Outdoor Maker Space!,Interactive Design,Design,USD,2015-11-02 06:00:00,15000,2015-09-25 17:44:17,17444,successful,78,US,17444,,,,
785631990,The Greeter Documentary,Documentary,Film & Video,USD,2015-04-02 08:59:00,111000,2015-03-01 18:31:54,843,failed,9,US,843,,,,
1288011128,A Photographic Workshop Facility for Photostock and More!,Photography,Photography,USD,2013-03-13 13:00:31,30000,2013-02-11 14:00:31,42502.67,successful,411,US,42502.67,,,,
216998948,"Pollution Fighting, with Lawnmower Lighting! Cooler Mowing.",Gadgets,Technology,USD,2016-12-14 06:14:57,250000,2016-11-14 06:14:57,0,live,0,US,0,,,,
630253187,THE FAMILY MEAL | Court métrage (Short movie VOST),Shorts,Film & Video,EUR,2016-06-27 20:00:00,1000,2016-06-07 00:49:29,11,failed,2,FR,12.50271363,,,,
493592267,Learn Nude Photography with the Camera You Have. 4 Book Set,Photobooks,Photography,USD,2016-11-07 04:05:00,800,2016-10-14 19:06:02,4979,successful,110,US,1331,,,,
1826937071,Help Bring To Hell and Back Comic to Print (Canceled),Comics,Comics,USD,2013-05-05 00:48:34,500,2013-04-05 00:48:34,0,canceled,0,US,0,,,,
1160565905,Local Organic Gardens Inside Colorado (L.O.G.I.C.),Community Gardens,Food,USD,2016-09-14 00:20:00,75000,2016-08-24 19:34:10,12,canceled,3,US,9,,,,
2078642597,Mr/Miss,Apps,Technology,GBP,2015-07-12 19:31:48,70000,2015-05-14 19:31:48,0,failed,0,GB,0,,,,
1510698274,RomanSpaceProgram Start-Up (Canceled),Space Exploration,Technology,USD,2014-12-22 00:56:01,60000,2014-10-23 00:56:01,12,canceled,3,US,12,,,,
179191332,Gospel Festival Tubize,Faith,Music,EUR,2016-05-05 13:36:59,7500,2016-04-05 13:36:59,176,failed,4,BE,200.6633288,,,,
303191182,Pain Train - Communication from the Patients Platform,Web,Technology,AUD,2015-08-08 07:27:21,16500,2015-06-09 07:27:21,0,failed,0,AU,0,,,,
1117829525,The Azoic - Corruption: new music video and release,Electronic Music,Music,USD,2012-08-17 05:59:00,2000,2012-08-06 22:23:15,3839.37,successful,103,US,3839.37,,,,
701824542,Feature thriller post prod. funding needed. ,Film & Video,Film & Video,USD,2011-04-07 03:20:22,4000,2011-03-07 03:20:22,4105,successful,40,US,4105,,,,
1715299477,Curtain Call,Comedy,Film & Video,CAD,2016-05-01 23:01:35,30000,2016-04-01 23:01:35,7451,failed,35,CA,5732.27045351,,,,
722117148,Follow Your Instincts - support our magazine,Publishing,Publishing,AUD,2015-05-03 06:13:39,8000,2015-04-03 06:13:39,1,undefined,0,"N,""0",,,,,
1680807728,LOVELAND Round 8: To Inchfinity & Beyond!,Art,Art,USD,2009-12-26 05:51:00,1,2009-12-17 23:57:50,336,successful,8,US,336,,,,
2018249803,Words of the Watershed Journal,Publishing,Publishing,USD,2014-04-03 04:18:43,750,2014-03-04 04:18:43,780,successful,12,US,780,,,,
2030241577,"""Our Lady of Lourdes"" Fashion Week Feb 2012 Debut",Fashion,Fashion,USD,2011-12-22 14:10:54,18000,2011-11-20 14:10:54,143,failed,4,US,143,,,,
151400859,AcScent Pillow Covers By Lily,DIY,Crafts,USD,2016-06-01 10:58:04,2500,2016-05-02 10:58:04,0,failed,0,US,0,,,,
161153242,Flippin' Zombies v1.2,Tabletop Games,Games,USD,2016-02-15 05:03:49,5000,2016-01-16 05:03:49,1574,failed,19,US,1574,,,,
498463664,Art'emi,Jewelry,Fashion,EUR,2016-03-14 23:59:00,15000,2016-02-11 16:03:41,910,failed,11,BE,1027.7538726,,,,
1369618057,UNRULY - HEADCASE + HEADGEAR Housings for GoPro,Product Design,Design,USD,2012-03-29 13:17:57,25000,2012-02-28 13:17:57,34490,successful,143,US,34490,,,,
1760467398,"THE EPICUREAN CONCIERGE: Food, Culture, & Travel Mobile App",Apps,Technology,USD,2014-07-30 18:11:52,95000,2014-06-30 18:11:52,10,failed,2,US,10,,,,
1332347267,"Ottawa Symphony Orchestra:  ""Blue on Blue"" première",Classical Music,Music,CAD,2014-08-29 20:49:12,7000,2014-06-30 20:49:12,8390,successful,63,CA,7866.6624235,,,,
660732685,Grand Slam: A Comic Inspired Baseball Shirt (Canceled),Apparel,Fashion,USD,2014-12-11 07:59:00,1500,2014-11-11 05:02:19,284,canceled,5,US,284,,,,
1712471941,Need Funding for Photoshoot that will go in a Fashion Book,Fashion,Fashion,USD,2012-03-21 18:00:00,6000,2012-03-15 20:59:31,375,failed,9,US,375,,,,
612019265,The Bottom Line,Shorts,Film & Video,GBP,2013-11-21 20:02:07,1400,2013-10-22 20:02:07,1410.62,successful,31,GB,2279.8488542142,,,,
1125864699,Radio Africa & Kitchen Restaurant,Food,Food,USD,2011-12-13 04:00:00,10000,2011-11-12 17:52:12,14075,successful,66,US,14075,,,,
1005944574,Luna Game Engine,Video Games,Games,CAD,2016-07-14 03:38:29,80000,2016-06-14 03:38:29,0,failed,0,CA,0,,,,
43302130,101 Student Design Magazine (#1),Nonfiction,Publishing,USD,2011-04-10 07:04:13,25000,2011-02-08 07:04:13,162,failed,3,US,162,,,,
884336129,The Ninth Lane (Canceled),Shorts,Film & Video,USD,2010-08-31 20:17:00,5000,2010-08-10 03:13:46,0,canceled,0,US,0,,,,
1007121454,Nail Art and Photos Printed on your Nails w/ Embellishments,Art,Art,USD,2014-01-14 02:53:49,20000,2013-12-15 02:53:49,6,failed,2,US,6,,,,
249380480,Violinist Machiko Ozawa records her first solo album,World Music,Music,USD,2016-12-28 07:00:00,10000,2016-11-21 15:37:26,6048,live,74,US,900,,,,
738023007,Project Plum: Encouraging native ecosystems in the big city,Community Gardens,Food,USD,2015-04-24 16:00:00,125,2015-04-16 18:48:14,12,failed,3,US,12,,,,
71072961,¡TACO ta'GO! (Canceled),Food Trucks,Food,USD,2016-02-09 19:04:11,6500,2016-01-10 19:04:11,0,canceled,0,US,0,,,,
1431423525,TAINT'D CD OR NOT TO CD THAT IS THE QUESTION,Rock,Music,USD,2013-03-04 02:42:59,5000,2013-02-02 02:42:59,81,failed,4,US,81,,,,
443157140,Raise Detroit: Art production bungalows,Product Design,Design,USD,2015-07-30 17:21:49,150000,2015-06-30 17:21:49,100,failed,1,US,100,,,,
1235745429,Help The Rizers Make Album #2!,Music,Music,USD,2011-05-26 01:21:17,5000,2011-04-11 01:21:17,6111,successful,111,US,6111,,,,
307768315,INTO THE GREAT: An Original Digital-Native Graphic Novel,Comics,Comics,USD,2016-11-23 15:15:00,24000,2016-10-24 15:15:00,5606,failed,106,US,1910,,,,
1703086086,Enlighten Me,Nonfiction,Publishing,USD,2016-04-29 19:52:52,3000,2016-03-30 19:52:52,62,failed,5,US,62,,,,
754355440,FitMate Social,Apps,Technology,USD,2015-08-24 00:34:23,50000,2015-07-25 00:34:23,5970,failed,13,US,5970,,,,
73410825,Geometric Animal Art for $2 (Canceled),Illustration,Art,USD,2015-07-04 21:11:09,500,2015-05-20 21:11:09,48,canceled,6,US,48,,,,
1966207214,Night Mission To Mogadishu,Film & Video,Film & Video,USD,2013-01-17 22:52:30,7500,2012-12-18 22:52:30,35,failed,2,US,35,,,,
102773076,Where is my father?,Nonfiction,Publishing,USD,2016-03-31 14:58:22,3000,2016-03-01 14:58:22,291,failed,8,US,291,,,,
1346910823,Portrait: A Documentary on the Minds Behind the Camera,Documentary,Film & Video,USD,2012-05-05 04:00:00,12000,2012-04-11 06:05:40,5876.99,canceled,138,US,5876.99,,,,
776012477,"The Secret Lives of James Boo 002, historic canine spy",Children's Books,Publishing,USD,2014-12-30 16:01:15,9500,2014-11-15 16:01:15,176,failed,4,US,176,,,,
1958613552,Sleep Think,Publishing,Publishing,USD,2014-12-27 19:16:00,200,2014-12-12 19:16:00,1,failed,1,US,1,,,,
1455276199,Wine Belles Uncorked: A kit to start your own wine group,Design,Design,USD,2014-08-08 02:05:29,5000,2014-07-09 02:05:29,5250,successful,82,US,5250,,,,
2063860711,CURVES,Painting,Art,USD,2015-10-26 07:26:55,2,2015-09-30 08:26:55,8,successful,2,US,8,,,,
1410811366,Glass Cristmas Trees,Glass,Crafts,USD,2016-04-06 05:00:00,1000,2016-03-19 07:30:11,1930,successful,19,US,1930,,,,
393461187,Casmero: Organic and Free-From Health Food-Tech StartUp,Food,Food,GBP,2016-11-22 13:00:00,120000,2016-09-26 19:31:21,21,failed,3,GB,12.9662165,,,,
1781184887,Nassau Community College Football Games,Web,Journalism,USD,2015-09-02 05:59:00,800,2015-08-12 20:27:39,0,failed,0,US,0,,,,
1081233492,Kickstart Port St. Lucie's First Cajun Food Truck,Food,Food,USD,2011-05-21 03:07:15,80000,2011-02-19 03:07:15,35,failed,2,US,35,,,,
1061900099,Help The 3 Heads record their new album!,Rock,Music,USD,2012-01-06 20:23:31,6000,2011-11-07 20:23:31,8377,successful,120,US,8377,,,,
346310540,Testament : Catholic Iconography for the Tattoo Studio,Art Books,Publishing,USD,2016-08-19 21:18:49,10000,2016-07-20 21:18:49,1936,canceled,15,US,0,,,,
1318266848,Ready the Colours Summer Tour,Indie Rock,Music,USD,2012-06-16 15:15:53,1500,2012-05-17 15:15:53,1641,successful,31,US,1641,,,,
244833995,Cinéma en France,Documentary,Film & Video,USD,2011-02-14 08:02:59,4500,2011-01-06 08:02:59,2255,failed,12,US,2255,,,,
290887115,Skirmish! VT - Virtual Tabletop (Canceled),Tabletop Games,Games,EUR,2015-12-01 22:00:00,7000,2015-10-20 23:56:22,1943,canceled,40,DE,2208.00975315,,,,
1502985139,Cuvee 103 Bistro,Restaurants,Food,USD,2015-12-24 20:20:48,50000,2015-11-30 20:20:48,0,failed,0,US,0,,,,
792920371,Military Prayer Journal,Nonfiction,Publishing,USD,2015-03-21 20:30:58,30000,2015-02-24 21:30:58,325,failed,5,US,325,,,,
1092642803,50 States50 Jews,Nonfiction,Publishing,USD,2013-10-28 02:58:01,6000,2013-09-23 03:58:01,2452,failed,55,US,2452,,,,
1739285885,Pure Angst (because we all have fears) Attitude T Shirts,Fashion,Fashion,USD,2012-09-24 00:54:18,750,2012-08-25 00:54:18,75,failed,3,US,75,,,,
1025360411,Saint Graphic Novel,Comics,Comics,USD,2012-09-30 21:39:11,20000,2012-08-31 21:39:11,5,failed,1,US,5,,,,
1677131629,"Ray's The Dead: A game with a big heart, and lots of brains!",Video Games,Games,USD,2013-06-09 03:00:00,75000,2013-05-07 16:02:21,26040.34,canceled,838,US,26040.34,,,,
434672749,Urban Groove Dance Project 2016,Dance,Dance,CAD,2016-04-02 22:56:00,1000,2016-03-14 19:04:05,1013,successful,13,CA,766.66107094,,,,
347870752,Victory in Christ Ministries (MI),Metal,Music,USD,2014-12-18 06:25:13,2000,2014-11-18 06:25:13,384,failed,8,US,384,,,,
1943586375,Massacre of the Innocents: A short story by Adam Jacobson,Fiction,Publishing,USD,2013-05-05 01:30:56,2200,2013-04-05 01:30:56,795,failed,6,US,795,,,,
1423366467,"World Premiere of ""The Albatross"" at LPAC Black Box Theatre",Theater,Theater,USD,2012-12-03 11:25:14,3000,2012-10-04 11:25:14,903,failed,23,US,903,,,,
385946423,"IRONATE - Perfect ""no oven"" pizza in just 3 minutes",Design,Design,USD,2016-10-27 08:16:15,20000,2016-09-21 08:16:15,145323,successful,1033,US,7610,,,,
119701794,Central Montcalm Band Uniforms,Music,Music,USD,2014-10-07 01:15:40,4400,2014-08-08 01:15:40,4915,undefined,0,"N,""0",,,,,
656324402,"""not BLACK TIES"" colorful bow ties,cummerbunds,neckties",Fashion,Fashion,USD,2014-09-01 22:16:00,10000,2014-08-06 02:46:17,150,failed,3,US,150,,,,
70634078,Tips! - the Card Game (Canceled),Tabletop Games,Games,USD,2014-03-28 18:03:34,2500,2014-02-21 19:03:34,363,canceled,13,US,363,,,,
1532997541,Juke Fest,Video Games,Games,USD,2012-01-12 04:27:38,5000,2011-12-13 04:27:38,0,failed,0,US,0,,,,
1669545271,Tales Misforgotten: Steampunk/Fantasy Trilogy,Fiction,Publishing,USD,2012-10-18 17:32:10,8000,2012-09-18 17:32:10,8989,successful,74,US,8989,,,,
1208926334,"Phone, Cable & Cord Management for less than a  coffee!",Gadgets,Technology,AUD,2015-07-22 07:16:32,7000,2015-06-22 07:16:32,2016,failed,117,AU,1566.83044224,,,,
2124801258,"We can make the world's water cleaner, safer & softer",Technology,Technology,CAD,2014-10-03 16:18:45,150000,2014-09-03 16:18:45,385,failed,7,CA,353.649989,,,,
976366477,Imagination Applied : Gopro Helicopter,Film & Video,Film & Video,USD,2015-03-04 17:56:01,6000,2015-02-02 17:56:01,0,undefined,0,"N,""0",,,,,
942240272,Neorealism: New Visions from Old Snapshots (Exhibit of deconstructed found photos),Photography,Photography,USD,2010-08-16 03:59:00,800,2010-06-13 20:53:51,126,failed,5,US,126,,,,
49503432,Covalent Crisis (Canceled),Tabletop Games,Games,USD,2015-05-31 19:07:03,8000,2015-05-01 19:07:03,1539,canceled,58,US,1539,,,,
640698155,THE BRIDEGROOM COMETH (Canceled),Faith,Music,USD,2014-11-25 06:59:00,12000,2014-10-15 14:21:18,2260,canceled,21,US,2260,,,,
349408846,TRACK YOUR AMMO SUPPLIES!,Tabletop Games,Games,USD,2012-10-25 16:31:54,1500,2012-09-25 16:31:54,172,failed,7,US,172,,,,
1759499710,J-POP SUMMIT FESTIVAL 2011,Mixed Media,Art,USD,2011-08-09 04:00:00,10000,2011-07-08 01:40:41,10297,successful,117,US,10297,,,,
2029020711,American Karma - A Documentary,Documentary,Film & Video,USD,2013-01-12 20:25:32,52000,2012-12-13 20:25:32,120,failed,4,US,120,,,,
150991407,F@$! that stupid elf and his damn shelf,Children's Books,Publishing,USD,2015-01-10 03:48:20,4000,2014-12-11 03:48:20,25,failed,1,US,25,,,,
1796248901,Full Circle,Film & Video,Film & Video,USD,2015-05-25 20:47:49,7500,2015-04-25 20:47:49,0,undefined,0,"N,""0",,,,,
528138165,"LiliLite: The All-in-One Book Lamp, Shelf, and Mark.",Product Design,Design,USD,2015-07-16 18:25:25,70000,2015-06-16 18:25:25,75391,successful,304,US,75391,,,,
822162859,Interest Only,Comedy,Film & Video,USD,2015-01-03 03:57:31,15000,2014-11-04 03:57:31,277,failed,10,US,277,,,,
2030344158,Chloe and the Stars,Animation,Film & Video,USD,2014-09-05 16:40:21,35000,2014-08-06 16:40:21,11623,failed,194,US,11623,,,,
697645178,Sir Plus - Clothes made using Surplus Fabrics,Apparel,Fashion,GBP,2016-09-30 19:00:00,15000,2016-09-06 14:01:15,19090,successful,166,GB,13.3068438,,,,
70027265,"""COLOR BLIND""",Television,Film & Video,USD,2015-04-27 17:22:04,10000,2015-03-28 16:31:58,555,failed,16,US,555,,,,
930835766,Monster Towel 2.0 More Colors!,Product Design,Design,USD,2015-09-14 08:57:09,8000,2015-07-16 08:57:09,2003,failed,47,US,2003,,,,
1212498577,"""The Divine Right""",Print,Journalism,USD,2015-02-24 05:25:00,100000,2015-02-04 18:40:08,4,failed,4,US,4,,,,
346698484,"Kingsman Leatherware | Premium Bags, Belts & Accessories",Product Design,Design,USD,2015-02-26 14:48:02,15000,2015-01-26 14:48:02,36069,successful,181,US,36069,,,,
416493831,Toke the Play,Theater,Theater,USD,2012-05-18 20:32:29,10000,2012-03-19 19:32:29,10041,successful,35,US,10041,,,,
1329240371,EmoticonPOP ,-),Product Design,Design,USD,2012-09-29 05:00:00,4000,2012-08-28 14:18:15,325,failed,3,US,325,,,
1184037202,"""SHOW ME THE HOFAX"" NEW HOFAX APP #hofax, #catfax, #cockfax,",Apps,Technology,USD,2016-02-22 21:58:51,2000,2016-01-23 21:58:51,40,failed,2,US,40,,,,
634737497,Help me buy a loom!,Weaving,Crafts,USD,2015-11-17 06:00:00,230,2015-11-06 22:58:11,371,successful,12,US,371,,,,
1129043948,"Healthy school lunches, delivered fresh to your home",Food,Food,USD,2016-12-27 08:00:00,13000,2016-11-28 22:38:31,235,canceled,3,US,234,,,,
998969869,Whale Magazine,Periodicals,Publishing,USD,2012-01-07 23:00:00,2500,2011-12-21 02:59:09,2620,successful,49,US,2620,,,,
1900621023,Butterfly Butterfly Kill Kill Kill! @ NY International Fringe Festival,Theater,Theater,USD,2010-08-30 05:59:00,2625,2010-07-29 06:24:54,2625,successful,37,US,2625,,,,
1685172911,Fit Together: The Social Way to Workout at Home (Canceled),Software,Technology,USD,2014-11-08 05:12:40,5000,2014-09-29 05:12:40,153,canceled,10,US,153,,,,
1288381830,"""Night Claws""",Narrative Film,Film & Video,USD,2011-10-09 14:47:17,2500,2011-09-24 14:47:17,590,failed,10,US,590,,,,
43922833,101touch - The new generation of keyboard (Canceled),Hardware,Technology,GBP,2015-01-10 13:21:40,180000,2014-12-11 13:21:40,88048,canceled,646,GB,137966.91221376,,,,
1257468948,Dance Films Builds An Archive,Dance,Dance,USD,2014-03-02 06:18:13,10000,2014-01-31 06:18:13,13243.5,successful,203,US,13243.5,,,,
616503269,The MoodLite: Let'm Know.,Product Design,Design,USD,2014-09-25 22:00:00,3000,2014-08-26 21:31:22,3220,successful,34,US,3220,,,,
1774457046,JustWearSocks,Fashion,Fashion,AUD,2014-04-18 23:58:22,50000,2014-03-19 22:58:22,200,failed,7,AU,181.67994,,,,
1653083468,A Life Story - A Video Game For ALS Awareness (Canceled),Video Games,Games,USD,2015-06-19 15:45:28,2000,2015-05-20 15:45:28,91,canceled,4,US,91,,,,
730639120,The Goddess Portrait Project,Painting,Art,USD,2012-05-21 04:57:00,3500,2012-03-22 04:32:38,500,failed,1,US,500,,,,
2127809,MyForesome - The Golf App for Golfers,Apps,Technology,USD,2014-10-01 09:02:13,25000,2014-09-01 09:02:13,3090,failed,32,US,3090,,,,
171558313,TLB Fitness (Canceled),Apparel,Fashion,USD,2015-02-26 23:00:00,750,2015-01-31 00:43:20,0,canceled,0,US,0,,,,
1858046548,SKYJACKER: Starship Constructor,Video Games,Games,USD,2013-01-26 03:00:00,30000,2012-12-14 00:31:06,36131.66,successful,1067,US,36131.66,,,,
1404129630,TrebucheT Loves You!!,Rock,Music,USD,2012-04-19 05:26:10,2500,2012-03-20 04:26:10,3002,successful,32,US,3002,,,,
1081073607,Matimals - Bath Time Drying Mats for Infants & Children,Product Design,Design,USD,2016-03-19 03:54:42,7200,2016-02-18 04:54:42,540,failed,10,US,540,,,,
1914706276,KATIE BULL GROUP PROJECT: ALL HOT BODIES RADIATE,Jazz,Music,USD,2015-03-25 20:27:14,8500,2015-02-23 21:27:14,8716,successful,64,US,8716,,,,
1163240768,GOLIATH - A Robot Prison Sci-Fi Thriller,Shorts,Film & Video,USD,2013-07-05 16:46:04,7000,2013-06-05 16:46:04,8075.11,successful,234,US,8075.11,,,,
153900594,Lost Innocence Volume 100,Publishing,Publishing,USD,2016-06-22 10:31:55,5000,2016-05-23 10:31:55,1,failed,1,US,0,,,,
1133163130,Face Cards: Killer Babes,Illustration,Art,USD,2016-02-17 22:42:33,1000,2016-01-27 22:42:33,1162,successful,48,US,1162,,,,
828934724,Vivian Maier mon amour,Photobooks,Photography,EUR,2015-09-07 11:56:15,13000,2015-07-24 11:56:15,210,failed,3,IT,229.8988986,,,,
309483288,Internets First Fiat Seicento ART CAR!,Public Art,Art,GBP,2016-06-04 00:27:39,1000,2016-05-05 00:27:39,8,failed,2,GB,11.74770624,,,,
1812763281,WeaVR - Creating an immersive recruitment experience,Software,Technology,GBP,2016-10-12 16:21:01,15000,2016-09-12 16:21:01,3077,failed,10,GB,667.43627324,,,,
