sha1,file_extension,EntryPoint,PEType,MachineType,magic_number,bytes_on_last_page,pages_in_file,relocations,size_of_header,min_extra_paragraphs,max_extra_paragraphs,init_ss_value,init_sp_value,init_ip_value,init_cs_value,over_lay_number,oem_identifier,address_of_ne_header,Magic,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,BaseOfData,ImageBase,SectionAlignment,FileAlignment,OperatingSystemVersion,ImageVersion,SizeOfImage,SizeOfHeaders,Checksum,Subsystem,DllCharacteristics,SizeofStackReserve,SizeofStackCommit,SizeofHeapCommit,SizeofHeapReserve,LoaderFlags,text_VirtualSize,text_VirtualAddress,text_SizeOfRawData,text_PointerToRawData,text_PointerToRelocations,text_PointerToLineNumbers,text_Characteristics,rdata_VirtualSize,rdata_VirtualAddress,rdata_SizeOfRawData,rdata_PointerToRawData,rdata_PointerToRelocations,rdata_PointerToLineNumbers,rdata_Characteristics,registry_read,registry_write,registry_delete,registry_total,network_threats,network_dns,network_http,network_connections,processes_malicious,processes_suspicious,processes_monitored,total_procsses,files_malicious,files_suspicious,files_text,files_unknown,dlls_calls,apis,Class,Category,Family
e324a2c8fae0d26b12f00ac859340f8d9945a9c1,exe,0xe8d5,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x00000080,PE32,0x0000DC00,0x00002600,0x00000000,0x0000E8D5,0x00001000,0x0000F000,0x00400000,0x00001000,0x00000200,5.1,0,0x00014000,0x00000400,0x0001B4DF,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x0000DA14,0x00001000,0x0000DC00,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x000003D0,0x0000F000,0x00000400,0x0000E000,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",5470.0,56.0,1.0,5527.0,0.0,6.0,6.0,10.0,2.0,0.0,5.0,47.0,0.0,81.0,110.0,11.0,3.0,23.0,Malware,Ransomware,DarkSide
d5a6ea0c8043dc361ad940d298ea8dfcc43e29d1,exe,0x0000,PE32+,AMD AMD64,MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x00000080,PE32+,0x0000A600,0x00000800,0x00000000,0x0000000000000000,0x00002000,0x00012000,0x0000000140000000,0x00002000,0x00000200,4,0,0x00010000,0x00000200,0x00000000,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_HIGH_ENTROPY_VA', 'IMAGE_DLLCHARACTERISTICS_NO_SEH', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x0000000000400000,0x0000000000004000,0x0000000000002000,0x0000000000100000,0x00000000,0x0000A57D,0x00002000,0x0000A600,0x00000200,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x00006362,0x00012000,0x00006400,0x00010A00,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign,Benign
5ff465afaabcbf0150d1a3ab2c2e74f3a4426467,exe,0x77ba,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x000000F8,PE32,0x00007000,0x00352000,0x00000000,0x000077BA,0x00001000,0x00008000,0x00400000,0x00001000,0x00001000,4,0,0x0035A000,0x00001000,0x00000000,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NO_SEH', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x000069B0,0x00001000,0x00007000,0x00001000,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x00005F70,0x00008000,0x00006000,0x00008000,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",2499.0,13.0,0.0,2512.0,0.0,4.0,0.0,16.0,7.0,0.0,44.0,99.0,17.0,1137.0,513.0,0.0,0.0,0.0,Malware,Ransomware,WannaCry
11b3b2fcdddad0bfb60cde78000d0113f492d4b0,exe,0x1ec40,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x00000118,PE32,0x00031200,0x00027600,0x00000000,0x0001EC40,0x00001000,0x00033000,0x00400000,0x00001000,0x00000200,5.1,0,0x00080000,0x00000400,0x00000000,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_GUARD_CF', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x000310EA,0x00001000,0x00031200,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x0000A612,0x00033000,0x0000A800,0x00031600,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,3.0,201.0,Benign,Benign,Benign
1cdbd01f9d47cf0a25ed0c8992e266ee782b308b,exe,0x2fa7,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x000000E0,PE32,0x00008600,0x00003E00,0x00000000,0x00002FA7,0x00001000,0x0000A000,0x00400000,0x00001000,0x00000200,5.1,0,0x00013000,0x00000400,0x0001BC6A,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x00008598,0x00001000,0x00008600,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x00000E7C,0x0000A000,0x00001000,0x00008A00,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",2097.0,0.0,0.0,2215.0,0.0,0.0,0.0,0.0,2.0,2.0,16.0,56.0,118.0,545.0,0.0,674.0,9.0,111.0,Malware,Ransomware,Phobos
55623da926a30e946ee4c93670e49352ce2835f9,exe,0x3461,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x000000C8,PE32,0x00006400,0x0001D000,0x00000400,0x00003461,0x00001000,0x00008000,0x00400000,0x00001000,0x00000200,4,6,0x0003C000,0x00000400,0x00131DF0,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NO_SEH', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x0000623C,0x00001000,0x00006400,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x00001274,0x00008000,0x00001400,0x00006800,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",1346.0,0.0,0.0,1346.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,28.0,20.0,4.0,8.0,2.0,7.0,160.0,Malware,Trojan,Guloader
ca913dba24347d003346eba6eb4aca5f927add02,exe,0x310070,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x00000100,PE32,0x00038000,0x00192000,0x002D8000,0x00310070,0x002D9000,0x00311000,0x00400000,0x00001000,0x00000200,6,0,0x004A3000,0x00001000,0x00000000,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x000009C4,0x00001000,0x00000A00,0x00001000,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x0000063E,0x00002000,0x00000800,0x00002000,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",242.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,5.0,8.0,Benign,Benign,Benign
d5fc3bd0f1e5901931e015bf043bce5da66548f5,exe,0x11f0,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x000000F0,PE32,3863040,4028928,0,0x003B102E,8192,4046848,4194304,8192,512,4,0,4055040,512,0,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NO_SEH', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",1048576,4096,4096,1048576,0,3862756,8192,3863040,512,0,0,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x0000BCF8,0x00075000,0x0000BE00,0x00073A00,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",1064.0,0.0,0.0,1092.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,38.0,0.0,3.0,0.0,1.0,1.0,1.0,Malware,Stealer,Raccoon
fcb07105f1d34d8dcea03e57603649e88385368b,exe,0x4090,PE32,"Intel 386 or later, and compatibles",MZ,0x0040,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0xC9B8,0x0000,0x00000080,PE32,0x00031200,0x00010000,0x00000000,0x00002CF1,0x00002000,73728,0x00400000,0x00002000,0x00000200,4,0,0x003FA000,0x00001000,0x00000000,IMAGE_SUBSYSTEM_WINDOWS_CUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NO_SEH', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x00005000,0x00001000,0x0002E800,0x00001000,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x0003890C,172032,0x00000200,0x0000C000,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",665.0,0.0,0.0,901.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,35.0,0.0,3.0,0.0,0.0,4.0,244.0,Benign,Benign,Benign
3dca6e9ed78d29572b38736dbb30d45c83927ad4,exe,0xa61b6,PE32,"Intel 386 or later, and compatibles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558.0,8.0,0.0,566.0,0.0,2.0,0.0,7.0,2.0,0.0,3.0,35.0,1.0,0.0,1.0,0.0,0.0,0.0,Malware,Trojan,Agenttesla
dbbe2db297e96cbb958a2da04227b533ede30b37,exe,0x747e,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x00000080,PE32,0x00005600,0x00000600,0x00000000,0x0000747E,0x00002000,0x00008000,0x00400000,0x00002000,0x00000200,4,0,0x0000C000,0x00000200,0x00000000,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NO_SEH', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x00005484,0x00002000,0x00005600,0x00000200,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x00000018,0x00007000,0x00000200,0x00001E00,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ', 'IMAGE_SCN_MEM_SHARED']",1677.0,97.0,0.0,1774.0,0.0,1.0,0.0,5.0,2.0,0.0,3.0,42.0,2.0,0.0,0.0,0.0,1.0,1.0,Malware,RAT,njRat
27884fd13de3a7384aac9bdd9af937bd03911a6c,exe,0x333d,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x000000D8,PE32,0x00006400,0x00022A00,0x00000800,0x0000333D,0x00001000,0x00008000,0x00400000,0x00001000,0x00000200,4,6,0x00089000,0x00000400,0x00000000,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NO_SEH', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x0000626D,0x00001000,0x00006400,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x0000138E,0x00008000,0x00001400,0x00006800,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",669.0,220.0,0.0,889.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,31.0,1.0,1.0,3.0,0.0,7.0,165.0,Malware,Trojan,Guloader
a360d8a90f35299dd37232ed9a1b7ac284e06e32,exe,0xa9d0,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x000000C8,PE32,0x00009E00,0x0000D400,0x00000000,0x0000A9D0,0x00001000,0x0000B000,0x00400000,0x00001000,0x00000200,5.1,0,0x00019000,0x00000400,0x00000000,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_NO_SEH', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x00009C25,0x00001000,0x00009E00,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x00002636,0x0000B000,0x00002800,0x0000A200,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",45.0,7.0,0.0,52.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,53.0,6.0,575.0,3.0,37.0,1.0,9.0,Malware,Ransomware,Dharma
a43a4a71c09011adfb8b21b4703f38128f7323ae,exe,0xedf0,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x000000E0,PE32,0x0000EA00,0x032CAC00,0x00000000,0x0000EDF0,0x00001000,0x00010000,0x35000000,0x00001000,0x00000200,5.1,0,0x032DD000,0x00000400,0x0003813A,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x0000E84E,0x00001000,0x0000EA00,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x0000AE60,0x0002E000,0x0000B000,0x0002D400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",445.0,0.0,0.0,469.0,0.0,0.0,0.0,2.0,3.0,0.0,20.0,63.0,66.0,220.0,167.0,54.0,2.0,76.0,Malware,Ransomware,Ryuk
eb864d7fc2725a06616ba909c098f7cefcb30687,exe,0x32d8a,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x00000080,PE32,0x00030E00,0x00006400,0x00000000,0x00032D8A,0x00002000,0x00034000,0x00400000,0x00002000,0x00000200,4,0,0x0003E000,0x00000200,0x00044C43,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NO_SEH', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x00030D90,0x00002000,0x00030E00,0x00000200,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x00018D82,0x00102000,0x00018E00,0x000B1400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",1228.0,0.0,0.0,1228.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,33.0,0.0,0.0,0.0,0.0,1.0,1.0,Malware,Stealer,RedLine
5ff465afaabcbf0150d1a3ab2c2e74f3a4426467,exe,0x77ba,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x000000F8,PE32,28672,3481600,0,0x000077BA,4096,32768,4194304,4096,4096,4,0,3514368,4096,0,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NO_SEH', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",1048576,4096,4096,1048576,0,27056,4096,28672,4096,0,0,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",24432,32768,24576,32768,0,0,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",2529.0,0.0,0.0,2543.0,0.0,0.0,0.0,5.0,6.0,3.0,35.0,85.0,18.0,1020.0,497.0,26.0,4.0,114.0,Malware,Ransomware,WannaCry
4d0e6d7af9a5edece5273f3c312fdd3b9c229409,exe,0x1b160,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x000000E0,PE32,0x0001EE00,0x00008A00,0x00000000,0x0001B160,0x00001000,0x00020000,0x00400000,0x00001000,0x00000200,5.1,0,0x0002A000,0x00000400,0x0002DCDF,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x0001EDCB,0x00001000,0x0001EE00,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x0000642A,0x00020000,0x00006600,0x0001F200,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",2516.0,28.0,0.0,2544.0,0.0,0.0,0.0,13.0,5.0,1.0,55.0,110.0,31.0,1199.0,1333.0,81.0,14.0,216.0,Malware,Ransomware,LockBit
004bf68e325a1fff5c3169254317325a456af3da,exe,0x4e3e,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x00000080,PE32,0x00003000,0x00001800,0x00000000,0x00004E3E (Section: .text),0x00002000,0x00006000,0x00400000,0x00002000,0x00000200,4.0,0.0,0x0000C000,0x00000400,0x00000000,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NO_SEH', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x00002E44,0x00002000,0x00003000,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x0000B34E,0x0001F000,0x0000B400,0x0001DA00,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",29.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,1.0,1.0,Benign,Benign,Benign
eeb28144f39b275ee1ec008859e80f215710dc57,exe,0x81b5,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x00000080,PE32,0x00007200,0x00009400,0x00000000,0x000081B5,0x00001000,0x00009000,0x00400000,0x00001000,0x00000200,5.1,0,0x00014000,0x00000400,0x0000FA78,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x000071D3,0x00001000,0x00007200,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x00000176,0x00009000,0x00000200,0x00007600,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",410.0,16.0,0.0,426.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,47.0,0.0,1.0,5.0,0.0,1.0,3.0,Malware,Ransomware,DarkSide
abdbc528b9f6fe640e23c08bfeb0fbe22a3699fc,exe,0x6030,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x000000E0,PE32,0x00027400,0x00304A00,0x00000000,0x00006030,0x00001000,0x00029000,0x00400000,0x00001000,0x00000200,5,0,0x005A9000,0x00000400,0x0032D98F,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x000273B9,0x00001000,0x00027400,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x000055AE,0x00029000,0x00005600,0x00027800,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",410.0,0.0,0.0,773.0,0.0,3.0,0.0,3.0,6.0,0.0,12.0,56.0,1.0,0.0,0.0,0.0,3.0,99.0,Malware,RAT,Glupteba
c33544c1f436191218274a8cb889ffcc4d6cf8c0,exe,0xad9a6,PE32,"Intel 386 or later, and compatibles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509.0,0.0,3.0,512.0,0.0,6.0,0.0,5.0,2.0,0.0,3.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,Malware,Trojan,Agenttesla
